Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Middle income,MIC,GDP (current US$),4918630000000.0,5365350000000.0,5678510000000.0,5506830000000.0,5370440000000.0,5850870000000.0,5928340000000.0,6046030000000.0,6816980000000.0,8099880000000.0,9670060000000.0,11523500000000.0,14285000000000.0,17142900000000.0,16723700000000.0,20326700000000.0,24020900000000.0,25625400000000.0,27143700000000.0,28131700000000.0,26665400000000.0,26786600000000.0,29400200000000.0
North Macedonia,MKD,GDP (current US$),4680078740.0,4651453634.0,3928975904.0,3756208791.0,3863743409.0,3772851420.0,3709637830.0,4018365247.0,4946292775.0,5682719260.0,6258600714.0,6861222332.0,8336478142.0,9909548411.0,9401731496.0,9407168702.0,10494632699.0,9745251126.0,10817712139.0,11362272838.0,10064515432.0,10672471861.0,11279509014.0
Mali,MLI,GDP (current US$),2706425298.0,2780422212.0,2697105694.0,2920358587.0,3439463140.0,2954129566.0,3465305993.0,3889758024.0,4703504467.0,5444474268.0,6245031690.0,6899799786.0,8145694632.0,9750822511.0,10181021770.0,10678749467.0,12978107561.0,12442747897.0,13246412031.0,14345831015.0,13099497220.0,14010787738.0,15337740141.0
Malta,MLT,GDP (current US$),3439931907.0,3570271558.0,3705372039.0,3923637971.0,4127313818.0,4306192436.0,4331870648.0,4689832690.0,5456583589.0,6062780269.0,6394851387.0,6757119558.0,7880509171.0,8977149553.0,8528202278.0,8749171417.0,9510019135.0,9209873466.0,10154463059.0,11303729347.0,10715545899.0,11452895367.0,12768671650.0
Myanmar,MMR,GDP (current US$),0.0,0.0,0.0,0.0,0.0,8905066164.0,6477790688.0,6777632512.0,10467109978.0,10567354056.0,11986972419.0,14502553710.0,20182477481.0,31862554102.0,36906181381.0,49540813342.0,59977326086.0,59937797559.0,60269734045.0,65446199788.0,59687410897.0,63256184700.0,66719084253.0
Middle East & North Africa (excluding high income),MNA,GDP (current US$),340804000000.0,395260000000.0,405986000000.0,412073000000.0,435806000000.0,451600000000.0,467287000000.0,453580000000.0,511712000000.0,593092000000.0,698659000000.0,811723000000.0,1003340000000.0,1235680000000.0,1196160000000.0,1383880000000.0,1568960000000.0,1729130000000.0,1624550000000.0,1598710000000.0,1441890000000.0,1458150000000.0,1439620000000.0
Montenegro,MNE,GDP (current US$),0.0,0.0,0.0,0.0,0.0,984297589.4,1159869246.0,1284685051.0,1707710053.0,2073234418.0,2257174481.0,2721903149.0,3680710375.0,4545674528.0,4159328980.0,4139192053.0,4538199889.0,4087725813.0,4464261816.0,4587928884.0,4052913386.0,4374128319.0,4844592067.0
Mongolia,MNG,GDP (current US$),1452165005.0,1345719472.0,1180934203.0,1124440249.0,1057408589.0,1136896124.0,1267997934.0,1396555720.0,1595297356.0,1992066808.0,2523471532.0,3414055566.0,4234999823.0,5623216449.0,4583850368.0,7189481824.0,10409797649.0,12292770631.0,12582122604.0,12226514722.0,11749620620.0,11186734674.0,11425755280.0
Northern Mariana Islands,MNP,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284000000.0,1239000000.0,1210000000.0,1061000000.0,990000000.0,938000000.0,939000000.0,795000000.0,799000000.0,733000000.0,751000000.0,782000000.0,845000000.0,931000000.0,1250000000.0,1601000000.0
Mozambique,MOZ,GDP (current US$),2900913488.0,4163397089.0,4976735802.0,5613212496.0,5888561099.0,5553894130.0,5311092496.0,5623299278.0,6254047514.0,7589038160.0,8512116725.0,9149485071.0,10423424155.0,12574681498.0,11899763735.0,11087646868.0,14381552433.0,16350804543.0,16974320551.0,17716084108.0,15950969019.0,11936999283.0,13219084261.0
Mauritania,MRT,GDP (current US$),1415296706.0,1442598432.0,1401946856.0,1375115532.0,1405662877.0,1293654177.0,1295539954.0,1324427094.0,1563074858.0,1833444740.0,2184447591.0,3040716679.0,3356753170.0,4031053345.0,3662279343.0,4337794153.0,5166346516.0,5231255478.0,5639818812.0,5391555434.0,4828858025.0,4679346591.0,4905893855.0
Mauritius,MUS,GDP (current US$),4040345933.0,4421943910.0,4187367602.0,4169664285.0,4343710333.0,4663313620.0,4613630623.0,4841310240.0,5816553827.0,6578844486.0,6488750453.0,7028803366.0,8150138757.0,9990370016.0,9128843109.0,10003670690.0,11518393367.0,11668685524.0,12129642296.0,12803445934.0,11692287066.0,12232463656.0,13259351418.0
Malawi,MWI,GDP (current US$),1397457932.0,2281034131.0,2663234934.0,1750584265.0,1775921718.0,1743506531.0,1716502862.0,3495748398.0,3208837077.0,3476094499.0,3655909664.0,3998020177.0,4432937046.0,5321012192.0,6191127665.0,6959655571.0,8004000737.0,6028487929.0,5518880769.0,6047813437.0,6373212641.0,5433040160.0,6303292264.0
Malaysia,MYS,GDP (current US$),88705342903.0,100855000000.0,100005000000.0,72167498981.0,79148421053.0,93789736842.0,92783947368.0,100846000000.0,110202000000.0,124749000000.0,143534000000.0,162691000000.0,193548000000.0,230814000000.0,202258000000.0,255017000000.0,297952000000.0,314443000000.0,323277000000.0,338062000000.0,301355000000.0,301255000000.0,318958000000.0
North America,NAC,GDP (current US$),8245810000000.0,8704360000000.0,9233310000000.0,9697760000000.0,10310100000000.0,10998100000000.0,11321900000000.0,11698300000000.0,12354800000000.0,13241400000000.0,14210900000000.0,15135400000000.0,15922700000000.0,16268100000000.0,15825900000000.0,16611300000000.0,17337300000000.0,18026500000000.0,18632400000000.0,19329000000000.0,19778100000000.0,20239900000000.0,21138600000000.0
Namibia,NAM,GDP (current US$),3942478206.0,3945340776.0,4102648720.0,3826527631.0,3818954448.0,3833993703.0,3476452446.0,3275669889.0,4811994025.0,6480441754.0,7121391946.0,7835043624.0,8740865600.0,8486721917.0,8876191121.0,11282192605.0,12409629836.0,13016272899.0,12717790505.0,12786078008.0,11650656642.0,11286139080.0,13566192144.0
New Caledonia,NCL,GDP (current US$),3628440275.0,3606968434.0,3291489841.0,3158806480.0,3056999988.0,2682347064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,NER,GDP (current US$),1880803362.0,1987770899.0,1845599608.0,2076737357.0,2018193703.0,1798374468.0,1945327565.0,2170481509.0,2731416346.0,3052898739.0,3405134832.0,3646728060.0,4291363391.0,5379299888.0,5373097441.0,5718664505.0,6409184724.0,6942258305.0,7667952566.0,8229731384.0,7217667781.0,7528285444.0,8119710126.0
Nigeria,NGA,GDP (current US$),44062465800.0,51075815093.0,54457835193.0,54604050168.0,59372613486.0,69448756933.0,74030364472.0,95385819321.0,104912000000.0,136386000000.0,176134000000.0,236104000000.0,275626000000.0,337036000000.0,291880000000.0,363360000000.0,410335000000.0,459376000000.0,514966000000.0,568499000000.0,494583000000.0,404650000000.0,375745000000.0
Nicaragua,NIC,GDP (current US$),4140470000.0,4308351903.0,4389965591.0,4635267225.0,4855717875.0,5107329007.0,5323146566.0,5224213018.0,5322454926.0,5795568205.0,6321335612.0,6763688105.0,7423367753.0,8496998229.0,8298729074.0,8758639096.0,9774351931.0,10532006608.0,10982938826.0,11880395548.0,12756706583.0,13286048705.0,13843612005.0
Netherlands,NLD,GDP (current US$),452302000000.0,450490000000.0,416813000000.0,438008000000.0,446899000000.0,416443000000.0,431213000000.0,471614000000.0,578792000000.0,657172000000.0,685093000000.0,733341000000.0,847482000000.0,947998000000.0,868077000000.0,846555000000.0,904086000000.0,838971000000.0,876924000000.0,890981000000.0,765265000000.0,783528000000.0,831810000000.0
Norway,NOR,GDP (current US$),152030000000.0,163520000000.0,161357000000.0,154163000000.0,162284000000.0,171247000000.0,173972000000.0,195524000000.0,228859000000.0,264512000000.0,308884000000.0,345581000000.0,400937000000.0,462250000000.0,386190000000.0,428757000000.0,498283000000.0,509506000000.0,522762000000.0,498410000000.0,385802000000.0,368827000000.0,398394000000.0
Nepal,NPL,GDP (current US$),4401104418.0,4521580381.0,4918691917.0,4856255044.0,5033642384.0,5494252208.0,6007055042.0,6050875807.0,6330473097.0,7273938315.0,8130258041.0,9043715356.0,10325618017.0,12545438605.0,12854985464.0,16002656434.0,18913574371.0,18851513891.0,19271168018.0,20002968838.0,21410840909.0,21185922408.0,25180583770.0
Nauru,NRU,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20439158.42,39291316.03,44294212.93,49235796.71,72680074.93,103833367.7,108634964.6,117009639.2,99966636.16,102052700.5,113884908.4
New Zealand,NZL,GDP (current US$),63918703507.0,70140835299.0,66075143415.0,56227169851.0,58762260626.0,52623281957.0,53872425917.0,66627729311.0,88250885550.0,103905000000.0,114720000000.0,111609000000.0,137316000000.0,133280000000.0,121339000000.0,146584000000.0,168462000000.0,176194000000.0,190784000000.0,200834000000.0,177208000000.0,187854000000.0,202591000000.0
OECD members,OED,GDP (current US$),25428500000000.0,25643500000000.0,25254800000000.0,25534600000000.0,26826700000000.0,27384500000000.0,27140400000000.0,28314300000000.0,31697200000000.0,35274700000000.0,37289000000000.0,39340400000000.0,43025600000000.0,45575200000000.0,42663100000000.0,44705600000000.0,48055800000000.0,47984600000000.0,48617200000000.0,49644000000000.0,46896100000000.0,47794500000000.0,49806700000000.0
Oman,OMN,GDP (current US$),13802600780.0,15277763329.0,15837451235.0,14085373212.0,15710148244.0,19507412224.0,19452015605.0,20142782835.0,21633810143.0,24763589077.0,31081924577.0,37215864759.0,42085305592.0,60905331599.0,48388296489.0,58642392718.0,67937581274.0,76689206762.0,78784395319.0,81076723017.0,68921456437.0,65941482445.0,70597919376.0
Other small states,OSS,GDP (current US$),69824415714.0,73634805691.0,76671586786.0,75063525826.0,80843093169.0,91491932871.0,90970151168.0,98117467007.0,122036000000.0,152095000000.0,184943000000.0,217745000000.0,266569000000.0,326888000000.0,279838000000.0,325714000000.0,402120000000.0,421870000000.0,436791000000.0,449273000000.0,371938000000.0,367370000000.0,405741000000.0
Pakistan,PAK,GDP (current US$),60636022423.0,63320122807.0,62433300338.0,62191955814.0,62973855719.0,73952374970.0,72309738921.0,72306820396.0,83244801093.0,97977766198.0,109502000000.0,137264000000.0,152386000000.0,170078000000.0,168153000000.0,177166000000.0,213587000000.0,224384000000.0,231219000000.0,244361000000.0,270556000000.0,278655000000.0,304567000000.0
Panama,PAN,GDP (current US$),9573813700.0,9870494000.0,10677286100.0,11575486400.0,12130252200.0,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,21295984200.0,25155888600.0,27116635600.0,29440300000.0,34686200000.0,40429700000.0,45600000000.0,49921500000.0,54091700000.0,57957600000.0,62283800000.0
Peru,PER,GDP (current US$),53312793687.0,55252414130.0,58147522523.0,55501467877.0,50187324568.0,51744749133.0,52030158775.0,54777553515.0,58731030122.0,66768703498.0,76060606061.0,88643193062.0,102171000000.0,120551000000.0,120823000000.0,147529000000.0,171762000000.0,192649000000.0,201175000000.0,200789000000.0,189805000000.0,191896000000.0,211007000000.0
Philippines,PHL,GDP (current US$),74119987245.0,82848140618.0,82344260571.0,72207028768.0,82995145793.0,81026300310.0,76262072467.0,81357605642.0,83908206648.0,91371242495.0,103072000000.0,122211000000.0,149360000000.0,174195000000.0,168335000000.0,199591000000.0,224143000000.0,250092000000.0,271836000000.0,284585000000.0,292774000000.0,304898000000.0,313620000000.0
Palau,PLW,GDP (current US$),0.0,0.0,0.0,0.0,0.0,146113700.0,156737100.0,163026600.0,153761900.0,164886100.0,184468800.0,189028900.0,194630300.0,198024400.0,183369300.0,183498800.0,193143900.0,211103300.0,223388400.0,243147000.0,280376100.0,300125600.0,286321800.0
Papua New Guinea,PNG,GDP (current US$),4636057476.0,5155311077.0,4936615299.0,3789443015.0,3477038204.0,3521339699.0,3081024212.0,2999511040.0,3536411824.0,3927157867.0,4865892972.0,8355006711.0,9545177005.0,11670840924.0,11619637816.0,14250755222.0,17984910496.0,21295659249.0,21261432775.0,23210682537.0,21723531182.0,20759069105.0,22742613549.0
Poland,POL,GDP (current US$),142137000000.0,159943000000.0,159118000000.0,174388000000.0,169718000000.0,171886000000.0,190521000000.0,198681000000.0,217513000000.0,255102000000.0,306125000000.0,344749000000.0,429064000000.0,533816000000.0,439796000000.0,479321000000.0,528832000000.0,500361000000.0,524234000000.0,545389000000.0,477577000000.0,472028000000.0,526216000000.0
Pre-demographic dividend,PRE,GDP (current US$),173947000000.0,191749000000.0,202156000000.0,208223000000.0,211383000000.0,240814000000.0,237819000000.0,282810000000.0,322281000000.0,394515000000.0,492139000000.0,624340000000.0,756280000000.0,953401000000.0,860165000000.0,1016430000000.0,1185480000000.0,1310980000000.0,1436530000000.0,1532090000000.0,1343240000000.0,1236060000000.0,1317270000000.0
Puerto Rico,PRI,GDP (current US$),42647331000.0,45340835000.0,48187039000.0,54086400000.0,57841000000.0,61701800000.0,69208400000.0,71623500000.0,74827400000.0,80322313000.0,83914521300.0,87276164400.0,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100352000000.0,101565000000.0,102450000000.0,102446000000.0,103376000000.0,104337000000.0,104250000000.0
"Korea, Dem. Peopleâs Rep.",PRK,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,PRT,GDP (current US$),118122000000.0,122630000000.0,117017000000.0,123946000000.0,127427000000.0,118311000000.0,121499000000.0,134156000000.0,164862000000.0,189035000000.0,197180000000.0,208582000000.0,240191000000.0,262345000000.0,243702000000.0,237881000000.0,244797000000.0,216237000000.0,226370000000.0,229596000000.0,199314000000.0,206286000000.0,220811000000.0
Paraguay,PRY,GDP (current US$),9062131475.0,9788391781.0,9965225678.0,9260481572.0,8837070236.0,8855705140.0,8495806432.0,7196260657.0,7691367471.0,9624440836.0,10737500188.0,13429430050.0,17856270473.0,24578067861.0,22341754514.0,27215968616.0,33715524704.0,33283228891.0,38585317743.0,40276532541.0,36164068797.0,36054281572.0,39008900332.0
West Bank and Gaza,PSE,GDP (current US$),3282800000.0,3409600000.0,3759800000.0,4067800000.0,4271200000.0,4313600000.0,4003700000.0,3555800000.0,3968000000.0,4329200000.0,4831800000.0,4910100000.0,5505800000.0,6673500000.0,7268200000.0,8913100000.0,10465400000.0,11279400000.0,12476000000.0,12715600000.0,12673000000.0,13425700000.0,14498100000.0
Pacific island small states,PSS,GDP (current US$),3730664087.0,4000158005.0,3995612013.0,3413688245.0,3735824874.0,3449893382.0,3380977572.0,3554605630.0,4157497429.0,4796185849.0,5271640968.0,5538523376.0,6103609352.0,6533049013.0,5800571264.0,6434900058.0,7631695342.0,8103477898.0,8401992508.0,9126129404.0,8908674905.0,9315360628.0,10011104666.0
Post-demographic dividend,PST,GDP (current US$),24852000000000.0,24973900000000.0,24496100000000.0,24615400000000.0,25837300000000.0,26267500000000.0,26027700000000.0,27140100000000.0,30436500000000.0,33815900000000.0,35594200000000.0,37464400000000.0,40875800000000.0,43212000000000.0,40720400000000.0,42472200000000.0,45609200000000.0,45557300000000.0,46006700000000.0,46949100000000.0,44427100000000.0,45405200000000.0,47272900000000.0
French Polynesia,PYF,GDP (current US$),3982374846.0,3954696874.0,3567062512.0,3775160797.0,3797016069.0,3447543138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,QAT,GDP (current US$),8137911978.0,9059340385.0,11297802115.0,10255495027.0,12393131868.0,17759890110.0,17538461538.0,19363736264.0,23533791209.0,31734065934.0,44530494505.0,60882142857.0,79712087912.0,115270000000.0,97798351648.0,125122000000.0,167775000000.0,186834000000.0,198728000000.0,206225000000.0,161740000000.0,151732000000.0,166929000000.0
Romania,ROU,GDP (current US$),37435317265.0,36937074278.0,35574916295.0,41694118973.0,35952781582.0,37253259017.0,40394824679.0,46066101951.0,57806506024.0,74972669057.0,98452791983.0,122023000000.0,174585000000.0,214314000000.0,174104000000.0,166225000000.0,183443000000.0,171196000000.0,190949000000.0,199627000000.0,177893000000.0,188494000000.0,211695000000.0
Russian Federation,RUS,GDP (current US$),395537000000.0,391725000000.0,404929000000.0,270955000000.0,195907000000.0,259710000000.0,306602000000.0,345470000000.0,430348000000.0,591017000000.0,764017000000.0,989931000000.0,1299710000000.0,1660850000000.0,1222640000000.0,1524920000000.0,2051660000000.0,2210260000000.0,2297130000000.0,2059980000000.0,1363590000000.0,1282720000000.0,1578620000000.0
Rwanda,RWA,GDP (current US$),1293535011.0,1382334879.0,1851558302.0,1989343495.0,1817654508.0,1734938652.0,1674685248.0,1677552332.0,1846198771.0,2088961969.0,2581313486.0,3194248866.0,3875655218.0,4924731466.0,5450464409.0,5849863213.0,6646901208.0,7428848122.0,7621924854.0,8016593394.0,8277614581.0,8475622319.0,9140429058.0
South Asia,SAS,GDP (current US$),479895000000.0,525019000000.0,550763000000.0,558476000000.0,598385000000.0,622372000000.0,638711000000.0,670046000000.0,782505000000.0,907328000000.0,1040050000000.0,1196110000000.0,1504220000000.0,1527500000000.0,1683490000000.0,2060820000000.0,2271880000000.0,2297370000000.0,2357170000000.0,2581890000000.0,2697310000000.0,2920050000000.0,3347190000000.0
Saudi Arabia,SAU,GDP (current US$),143343000000.0,158662000000.0,165964000000.0,146775000000.0,161717000000.0,189515000000.0,184137000000.0,189606000000.0,215808000000.0,258742000000.0,328460000000.0,376900000000.0,415965000000.0,519797000000.0,429098000000.0,528207000000.0,671239000000.0,735975000000.0,746647000000.0,756350000000.0,654270000000.0,644936000000.0,688586000000.0
Sudan,SDN,GDP (current US$),13829744879.0,9018243044.0,11681494637.0,11250327988.0,10682045258.0,12257418326.0,13182979784.0,14803189093.0,17646503525.0,21457470203.0,26524538566.0,35822408612.0,45898948564.0,54526580232.0,53150209168.0,65634109237.0,67327289320.0,68125631150.0,72065940086.0,82151588419.0,96741742022.0,95558220777.0,123053000000.0
Senegal,SEN,GDP (current US$),6176312552.0,6413189839.0,5915250258.0,6368265194.0,6512207622.0,5924239701.0,6174898370.0,6752510283.0,8683229268.0,10167441854.0,11022821632.0,11847848225.0,14285970085.0,16949789465.0,16248212852.0,16215069256.0,17878780185.0,17825417949.0,18960182371.0,19770840286.0,17767704597.0,19027392876.0,21081669870.0
Singapore,SGP,GDP (current US$),87810991957.0,96295886525.0,100124000000.0,85728310229.0,86284660767.0,96074477958.0,89794943350.0,92537752709.0,97645448284.0,115035000000.0,127808000000.0,148630000000.0,180942000000.0,193612000000.0,194152000000.0,239809000000.0,279351000000.0,295087000000.0,307576000000.0,314851000000.0,308004000000.0,318068000000.0,338406000000.0
Solomon Islands,SLB,GDP (current US$),519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435103853.5,400463452.1,341661643.6,332738245.9,375111894.9,413909879.3,456705434.0,516074229.0,608229326.7,597765363.1,681151193.5,932725583.3,1063879446.0,1129787198.0,1172268301.0,1154650069.0,1230459710.0,1309631135.0
Sierra Leone,SLE,GDP (current US$),870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1090467712.0,1253340520.0,1385810072.0,1448536631.0,1650494367.0,1885112202.0,2158496873.0,2505458705.0,2453899847.0,2578026297.0,2942546781.0,3801862611.0,4920343195.0,5015157816.0,4218723875.0,3674794530.0,3739577973.0
El Salvador,SLV,GDP (current US$),8921947100.0,9586327800.0,10221705900.0,10936669900.0,11284197000.0,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698001400.0,15999886400.0,17011750900.0,17986890000.0,17601620000.0,18448000000.0,20284000000.0,21386000000.0,21991000000.0,22593000000.0,23438000000.0,24154000000.0,24928000000.0
San Marino,SMR,GDP (current US$),0.0,0.0,0.0,0.0,1215640315.0,1101897918.0,1160626398.0,1253529080.0,1600451467.0,1877328036.0,1958711603.0,2092585623.0,2488365727.0,2752307016.0,2363156432.0,2139072848.0,2054489853.0,1800077091.0,1865374403.0,1788510017.0,1523012088.0,1564380531.0,1632860041.0
Somalia,SOM,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3892402685.0,3963532309.0,4048860871.0,4198485404.0,4508845348.0
Serbia,SRB,GDP (current US$),16750000000.0,20948677840.0,24147996550.0,18284194680.0,18409364147.0,6540247190.0,12267175481.0,16116843146.0,21188704081.0,24861483281.0,27683225959.0,32482070360.0,43170990616.0,52194221469.0,45162894381.0,41819468692.0,49258136129.0,43309252921.0,48394239475.0,47062206678.0,39628550869.0,40630392019.0,44120424392.0
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),355801000000.0,367614000000.0,382208000000.0,368756000000.0,371884000000.0,396328000000.0,377895000000.0,411949000000.0,516663000000.0,643996000000.0,764260000000.0,908643000000.0,1056160000000.0,1210880000000.0,1149910000000.0,1370530000000.0,1552070000000.0,1639680000000.0,1746380000000.0,1829360000000.0,1662430000000.0,1555210000000.0,1689760000000.0
South Sudan,SSD,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14586253366.0,12231264525.0,14602072425.0,14907308934.0,11931472173.0,18426469030.0,13962212837.0,11997800751.0,0.0,0.0
Sub-Saharan Africa,SSF,GDP (current US$),356312000000.0,368120000000.0,382774000000.0,369368000000.0,372512000000.0,396946000000.0,378522000000.0,412652000000.0,517373000000.0,644839000000.0,765183000000.0,909663000000.0,1057200000000.0,1211850000000.0,1150760000000.0,1371500000000.0,1553140000000.0,1640740000000.0,1747710000000.0,1830700000000.0,1663810000000.0,1556640000000.0,1691260000000.0
Small states,SST,GDP (current US$),95435995821.0,101553000000.0,108791000000.0,108606000000.0,116499000000.0,129167000000.0,129624000000.0,138683000000.0,165739000000.0,200153000000.0,239131000000.0,277926000000.0,333607000000.0,402542000000.0,343811000000.0,395421000000.0,478136000000.0,500618000000.0,517199000000.0,531342000000.0,452445000000.0,444744000000.0,485307000000.0
Sao Tome and Principe,STP,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,75951127.73,85171074.21,102085766.5,114582285.8,136450661.3,142775106.8,149146923.1,188021168.8,187821029.0,197454052.1,233213521.7,252560556.0,302925488.1,348941656.4,318265835.3,347545391.8,375040173.8
Suriname,SUR,GDP (current US$),691590497.7,861411471.3,926422500.0,1110850000.0,886290697.7,947671969.7,834279357.8,1093574468.0,1274190311.0,1484092538.0,1793388732.0,2626380435.0,2936612022.0,3532969035.0,3875409836.0,4368398048.0,4422276622.0,4980000000.0,5145757576.0,5240606061.0,4787367928.0,3166040523.0,3068766110.0
Slovak Republic,SVK,GDP (current US$),25840146405.0,27925036755.0,27706028096.0,29856000671.0,30453383763.0,29169953013.0,30752150336.0,35130340674.0,46816589165.0,57332015148.0,62785305310.0,70708098106.0,86454081577.0,100470000000.0,89046289247.0,90183986822.0,98997521242.0,94416582465.0,98723944144.0,101171000000.0,88457167724.0,89640741266.0,95241436352.0
Slovenia,SVN,GDP (current US$),21352223817.0,21507233003.0,20763101591.0,22146232112.0,22711383652.0,20289627637.0,20876309576.0,23489889975.0,29634713063.0,34414784504.0,36206396344.0,39481044913.0,48006373118.0,55552508715.0,50368056543.0,48161250935.0,51516367350.0,46580457470.0,48401896410.0,49930685013.0,43090173062.0,44651537260.0,48441722816.0
Sweden,SWE,GDP (current US$),265393000000.0,289756000000.0,266384000000.0,268916000000.0,272293000000.0,261337000000.0,241019000000.0,265336000000.0,332269000000.0,382624000000.0,389752000000.0,420224000000.0,487973000000.0,515414000000.0,435114000000.0,495329000000.0,572744000000.0,550927000000.0,584638000000.0,580249000000.0,503651000000.0,515744000000.0,540545000000.0
Eswatini,SWZ,GDP (current US$),1698982438.0,1602760100.0,1716699913.0,1576904292.0,1547884442.0,1738100848.0,1542477355.0,1432228173.0,2197612761.0,2770082815.0,3178126548.0,3291353813.0,3469363931.0,3294093360.0,3580417157.0,4438778554.0,4820499498.0,4886658800.0,4597702898.0,4422304977.0,4073390988.0,3840677845.0,4446248678.0
Sint Maarten (Dutch part),SXM,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,SYC,GDP (current US$),508221508.2,503068472.2,562958836.5,608369282.2,622985493.7,614879764.8,622262057.2,697518248.2,705704816.0,839319927.3,919103254.5,1016418229.0,1033561654.0,967199594.0,847397850.1,969936525.3,1065826670.0,1060226126.0,1328157609.0,1343007845.0,1377495054.0,1427524565.0,1503168690.0
Syrian Arab Republic,SYR,GDP (current US$),11396706587.0,13789560878.0,14505233969.0,15200846138.0,15873875969.0,19325894913.0,21099833784.0,21582248882.0,21828144686.0,25086930693.0,28858965517.0,33332844575.0,40405006007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,TCA,GDP (current US$),0.0,0.0,0.0,0.0,0.0,0.0,358744800.0,366707910.0,409753640.0,485598810.0,578645760.0,721891470.0,773489740.0,862683630.0,703175750.0,686787810.0,728789570.0,715722770.0,740776770.0,823968140.0,893501650.0,950357510.0,962525840.0
Chad,TCD,GDP (current US$),1445919970.0,1607345450.0,1544689503.0,1744794457.0,1534673583.0,1385058162.0,1709347793.0,1987622279.0,2736666516.0,4414929220.0,6646663561.0,7422102656.0,8638711443.0,10351932604.0,9253484108.0,10657705536.0,12156380425.0,12368071039.0,12949854263.0,13922223234.0,10945989472.0,10090922857.0,9975692095.0
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),1311570000000.0,1506470000000.0,1560410000000.0,1430170000000.0,1573200000000.0,1731610000000.0,1842350000000.0,2039060000000.0,2307980000000.0,2676690000000.0,3100880000000.0,3734930000000.0,4721630000000.0,5975930000000.0,6477940000000.0,7853690000000.0,9596180000000.0,10700600000000.0,11804900000000.0,12689600000000.0,13202700000000.0,13436600000000.0,14623000000000.0
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),924763000000.0,949693000000.0,979014000000.0,946380000000.0,820024000000.0,891499000000.0,906917000000.0,1018790000000.0,1252160000000.0,1621640000000.0,2032290000000.0,2458850000000.0,3162050000000.0,3914850000000.0,3105790000000.0,3646890000000.0,4434380000000.0,4627380000000.0,4909630000000.0,4640320000000.0,3616760000000.0,3484680000000.0,3905310000000.0
Togo,TGO,GDP (current US$),1309382885.0,1465448290.0,1498950899.0,1587345951.0,1576094566.0,1488185772.0,1481141850.0,1698678686.0,2111093198.0,2255942249.0,2280575830.0,2349495621.0,2659095101.0,3310277927.0,3365711796.0,3426022206.0,3867391618.0,3873529926.0,4320427496.0,4568900620.0,4179185205.0,4483932937.0,4808043653.0
Thailand,THA,GDP (current US$),169279000000.0,183035000000.0,150180000000.0,113676000000.0,126669000000.0,126392000000.0,120297000000.0,134301000000.0,152281000000.0,172895000000.0,189318000000.0,221758000000.0,262943000000.0,291383000000.0,281710000000.0,341105000000.0,370819000000.0,397558000000.0,420333000000.0,407339000000.0,401296000000.0,412353000000.0,455276000000.0
Tajikistan,TJK,GDP (current US$),1231567145.0,1043654822.0,921572114.5,1320242081.0,1086605267.0,860521119.3,1080768907.0,1221120799.0,1555301496.0,2076182461.0,2312327536.0,2830220713.0,3719506173.0,5161337336.0,4979481980.0,5642178580.0,6522732203.0,7633049792.0,8448469838.0,9112544556.0,7854602392.0,6952678127.0,7157865188.0
